page_id,cluster_id,week_index,archetype_id,content_age_days,word_count,internal_inlinks,serp_feature_count,avg_position,impressions,clicks,observed_ctr,estimated_bounce_rate,avg_dwell_sec
anon_page_0151,cluster_07,6,4,319,1179,9,3,7.48,20406,806,0.0395,0.615,127
anon_page_0151,cluster_07,7,4,326,1179,9,3,7.1,17044,605,0.0355,0.624,151
anon_page_0151,cluster_07,8,4,333,1179,9,1,7.63,20150,757,0.0376,0.631,135
anon_page_0151,cluster_07,9,4,340,1179,9,3,6.1,8509,224,0.0263,0.596,164
anon_page_0151,cluster_07,10,4,347,1179,9,0,7.26,16183,518,0.032,0.598,106
anon_page_0151,cluster_07,11,4,354,1179,9,3,7.1,14360,423,0.0295,0.741,125
anon_page_0151,cluster_07,12,4,361,1179,9,3,6.96,12685,343,0.027,0.666,108
anon_page_0151,cluster_07,13,4,368,1179,9,0,7.28,14367,398,0.0277,0.735,127
anon_page_0151,cluster_07,14,4,375,1179,9,1,7.74,16980,498,0.0293,0.725,139
anon_page_0151,cluster_07,15,4,382,1179,9,1,6.8,9591,206,0.0215,0.59,148
anon_page_0152,cluster_08,0,4,704,2154,9,1,7.96,17686,1125,0.0636,0.721,123
anon_page_0152,cluster_08,1,4,711,2154,9,0,7.73,14916,902,0.0605,0.585,97
anon_page_0152,cluster_08,2,4,718,2154,9,0,7.64,13359,779,0.0583,0.665,151
anon_page_0152,cluster_08,3,4,725,2154,9,1,9.16,25648,1751,0.0683,0.822,151
anon_page_0152,cluster_08,4,4,732,2154,9,3,9.21,25288,1698,0.0671,0.617,129
anon_page_0152,cluster_08,5,4,739,2154,9,1,8.94,22144,1406,0.0635,0.733,98
anon_page_0152,cluster_08,6,4,746,2154,9,3,8.45,17135,998,0.0582,0.738,120
anon_page_0152,cluster_08,7,4,753,2154,9,1,8.58,17453,1007,0.0577,0.645,160
anon_page_0152,cluster_08,8,4,760,2154,9,0,8.29,14236,770,0.0541,0.787,133
anon_page_0152,cluster_08,9,4,767,2154,9,1,8.82,17952,1015,0.0565,0.82,196
anon_page_0152,cluster_08,10,4,774,2154,9,1,8.93,18091,1011,0.0559,0.768,126
anon_page_0152,cluster_08,11,4,781,2154,9,1,9.03,18202,1005,0.0552,0.724,148
anon_page_0152,cluster_08,12,4,788,2154,9,2,9.24,19194,1062,0.0553,0.821,131
anon_page_0152,cluster_08,13,4,795,2154,9,0,9.11,17282,913,0.0528,0.902,127
anon_page_0152,cluster_08,14,4,802,2154,9,1,9.26,17807,935,0.0525,0.709,93
anon_page_0152,cluster_08,15,4,809,2154,9,1,9.05,15198,750,0.0493,0.666,70
anon_page_0153,cluster_09,0,1,468,865,19,0,3.9,12761,1344,0.1053,0.455,199
anon_page_0153,cluster_09,1,1,475,865,19,1,3.94,10173,995,0.0978,0.659,77
anon_page_0153,cluster_09,2,1,482,865,19,0,4.68,11892,1086,0.0913,0.636,105
anon_page_0153,cluster_09,3,1,489,865,19,0,5.24,12566,1078,0.0858,0.659,93
anon_page_0153,cluster_09,4,1,496,865,19,1,5.44,10900,862,0.0791,0.703,140
anon_page_0153,cluster_09,5,1,503,865,19,1,5.83,10486,771,0.0735,0.569,118
anon_page_0153,cluster_09,6,1,510,865,19,3,6.64,12708,897,0.0706,0.606,167
anon_page_0153,cluster_09,7,1,517,865,19,2,7.2,13322,888,0.0667,0.657,114
anon_page_0153,cluster_09,8,1,524,865,19,1,8.03,15634,1016,0.065,0.786,107
anon_page_0153,cluster_09,9,1,531,865,19,0,7.76,11059,614,0.0555,0.562,100
anon_page_0153,cluster_09,10,1,538,865,19,1,8.8,14712,821,0.0558,0.764,49
anon_page_0153,cluster_09,11,1,545,865,19,2,8.53,10167,470,0.0462,0.772,81
anon_page_0153,cluster_09,12,1,552,865,19,0,9.15,11163,486,0.0435,0.863,76
anon_page_0153,cluster_09,13,1,559,865,19,0,9.7,11716,473,0.0404,0.718,98
anon_page_0153,cluster_09,14,1,566,865,19,0,10.45,13563,530,0.0391,0.74,79
anon_page_0153,cluster_09,15,1,573,865,19,1,10.57,11400,371,0.0325,0.857,100
anon_page_0154,cluster_10,0,4,381,414,1,1,8.04,27462,1838,0.0669,0.692,133
anon_page_0154,cluster_10,1,4,388,414,1,2,7.81,23757,1514,0.0637,0.591,154
anon_page_0154,cluster_10,2,4,395,414,1,1,7.77,22358,1386,0.062,0.635,167
anon_page_0154,cluster_10,3,4,402,414,1,1,8.12,25186,1586,0.063,0.724,136
anon_page_0154,cluster_10,4,4,409,414,1,1,8.1,23965,1470,0.0613,0.71,123
anon_page_0154,cluster_10,5,4,416,414,1,2,7.34,14351,782,0.0545,0.645,120
anon_page_0154,cluster_10,6,4,423,414,1,2,8.11,22012,1286,0.0584,0.634,168
anon_page_0154,cluster_10,7,4,430,414,1,1,8.72,27824,1711,0.0615,0.605,121
anon_page_0154,cluster_10,8,4,437,414,1,2,8.07,19455,1072,0.0551,0.95,76
anon_page_0154,cluster_10,9,4,444,414,1,0,8.07,18448,990,0.0537,0.623,109
anon_page_0154,cluster_10,10,4,451,414,1,0,8.38,20907,1138,0.0544,0.627,151
anon_page_0154,cluster_10,11,4,458,414,1,1,8.23,18180,942,0.0518,0.817,161
anon_page_0154,cluster_10,12,4,465,414,1,0,8.96,25346,1415,0.0558,0.718,127
anon_page_0154,cluster_10,13,4,472,414,1,1,8.88,23456,1261,0.0538,0.744,96
anon_page_0154,cluster_10,14,4,479,414,1,1,8.38,16719,809,0.0484,0.813,110
anon_page_0154,cluster_10,15,4,486,414,1,2,9.83,32158,1876,0.0583,0.593,149
anon_page_0155,cluster_11,0,2,108,596,12,1,8.15,1256,53,0.0422,0.667,145
anon_page_0155,cluster_11,1,2,115,596,12,2,7.79,1178,51,0.0433,0.84,181
anon_page_0155,cluster_11,2,2,122,596,12,3,7.91,1421,68,0.0479,0.696,85
anon_page_0155,cluster_11,3,2,129,596,12,1,7.57,1355,67,0.0494,0.731,110
anon_page_0155,cluster_11,4,2,136,596,12,0,7.15,1242,63,0.0507,0.673,176
anon_page_0155,cluster_11,5,2,143,596,12,1,7.06,1342,73,0.0544,0.558,186
anon_page_0155,cluster_11,6,2,150,596,12,1,6.58,1184,65,0.0549,0.873,149
anon_page_0155,cluster_11,7,2,157,596,12,0,6.48,1284,75,0.0584,0.682,148
anon_page_0155,cluster_11,8,2,164,596,12,1,6.25,1297,79,0.0609,0.56,145
anon_page_0155,cluster_11,9,2,171,596,12,2,6.27,1473,96,0.0652,0.612,178
anon_page_0155,cluster_11,10,2,178,596,12,2,5.61,1191,78,0.0655,0.521,153
anon_page_0155,cluster_11,11,2,185,596,12,1,5.59,1346,94,0.0698,0.46,213
anon_page_0155,cluster_11,12,2,192,596,12,1,5.16,1221,88,0.0721,0.652,187
anon_page_0155,cluster_11,13,2,199,596,12,0,5.15,1373,104,0.0757,0.668,187
anon_page_0155,cluster_11,14,2,206,596,12,0,4.84,1335,105,0.0787,0.698,116
anon_page_0155,cluster_11,15,2,213,596,12,1,4.46,1245,102,0.0819,0.72,118
anon_page_0156,cluster_12,0,0,200,1642,29,2,3.82,5732,795,0.1387,0.462,142
anon_page_0156,cluster_12,1,0,207,1642,29,2,3.68,5212,718,0.1378,0.556,188
anon_page_0156,cluster_12,2,0,214,1642,29,1,3.53,4659,639,0.1372,0.548,153
anon_page_0156,cluster_12,3,0,221,1642,29,0,3.66,4835,657,0.1359,0.585,124
anon_page_0156,cluster_12,4,0,228,1642,29,0,3.87,5228,704,0.1347,0.581,144
anon_page_0156,cluster_12,5,0,235,1642,29,1,3.76,4794,641,0.1337,0.557,71
anon_page_0156,cluster_12,6,0,242,1642,29,1,3.87,4906,651,0.1327,0.481,134
anon_page_0156,cluster_12,7,0,249,1642,29,2,4.03,5153,678,0.1316,0.583,126
anon_page_0156,cluster_12,8,0,256,1642,29,0,4.06,5095,666,0.1307,0.695,153
anon_page_0156,cluster_12,9,0,263,1642,29,1,4.09,4993,647,0.1296,0.641,147
anon_page_0156,cluster_12,10,0,270,1642,29,0,4.31,5415,698,0.1289,0.55,114
anon_page_0156,cluster_12,11,0,277,1642,29,3,4.22,5025,642,0.1278,0.633,79
anon_page_0156,cluster_12,12,0,284,1642,29,1,4.36,5222,663,0.127,0.606,150
anon_page_0156,cluster_12,13,0,291,1642,29,1,4.41,5202,656,0.1261,0.757,114
anon_page_0156,cluster_12,14,0,298,1642,29,0,4.45,5144,644,0.1252,0.648,126
anon_page_0156,cluster_12,15,0,305,1642,29,1,4.58,5322,662,0.1244,0.58,147
anon_page_0157,cluster_13,0,3,604,2061,9,1,3.09,24254,1723,0.071,0.773,126
anon_page_0157,cluster_13,1,3,611,2061,9,1,3.22,23906,1623,0.0679,0.625,105
anon_page_0157,cluster_13,2,3,618,2061,9,1,3.25,22571,1472,0.0652,0.476,117
anon_page_0157,cluster_13,3,3,625,2061,9,2,3.61,24955,1538,0.0616,0.523,143
anon_page_0157,cluster_13,4,3,632,2061,9,0,3.78,25080,1477,0.0589,0.639,169
anon_page_0157,cluster_13,5,3,639,2061,9,0,3.75,23024,1299,0.0564,0.566,85
anon_page_0157,cluster_13,6,3,646,2061,9,3,3.85,22377,1205,0.0538,0.752,126
anon_page_0157,cluster_13,7,3,653,2061,9,2,4.01,22423,1151,0.0513,0.677,97
anon_page_0157,cluster_13,8,3,660,2061,9,1,4.33,24416,1199,0.0491,0.641,127
anon_page_0157,cluster_13,9,3,667,2061,9,3,4.58,25492,1201,0.0471,0.707,158
anon_page_0157,cluster_13,10,3,674,2061,9,1,4.52,23094,1027,0.0445,0.56,126
anon_page_0157,cluster_13,11,3,681,2061,9,0,4.69,23206,983,0.0424,0.476,113
anon_page_0157,cluster_13,12,3,688,2061,9,2,4.91,23994,973,0.0406,0.646,139
anon_page_0157,cluster_13,13,3,695,2061,9,0,4.83,21286,804,0.0378,0.609,150
anon_page_0157,cluster_13,14,3,702,2061,9,1,4.99,21417,767,0.0358,0.545,105
anon_page_0157,cluster_13,15,3,709,2061,9,2,5.16,21578,732,0.0339,0.582,151
anon_page_0158,cluster_14,0,2,411,1251,14,2,9.24,8775,234,0.0267,0.776,102
anon_page_0158,cluster_14,1,2,418,1251,14,2,9.02,8913,259,0.0291,0.714,114
anon_page_0158,cluster_14,2,2,425,1251,14,1,8.82,9095,286,0.0314,0.651,79
anon_page_0158,cluster_14,3,2,432,1251,14,1,8.81,10167,359,0.0353,0.682,99
anon_page_0158,cluster_14,4,2,439,1251,14,1,8.38,9308,336,0.0361,0.772,125
anon_page_0158,cluster_14,5,2,446,1251,14,1,8.3,10068,397,0.0394,0.699,150
anon_page_0158,cluster_14,6,2,453,1251,14,0,7.99,9787,403,0.0412,0.619,126
anon_page_0158,cluster_14,7,2,460,1251,14,1,7.53,8780,368,0.0419,0.451,117
anon_page_0158,cluster_14,8,2,467,1251,14,0,7.16,8208,356,0.0434,0.707,148
anon_page_0158,cluster_14,9,2,474,1251,14,1,6.94,8348,384,0.046,0.82,124
anon_page_0158,cluster_14,10,2,481,1251,14,1,6.86,9103,450,0.0494,0.522,146
anon_page_0158,cluster_14,11,2,488,1251,14,0,6.81,9966,529,0.0531,0.834,155
anon_page_0158,cluster_14,12,2,495,1251,14,0,6.42,9317,510,0.0547,0.564,158
anon_page_0158,cluster_14,13,2,502,1251,14,0,6.12,9087,518,0.057,0.685,193
anon_page_0158,cluster_14,14,2,509,1251,14,1,5.61,7842,458,0.0584,0.53,200
anon_page_0158,cluster_14,15,2,516,1251,14,2,5.93,10436,668,0.064,0.617,212
anon_page_0159,cluster_15,0,2,414,1488,16,1,11.11,23222,1429,0.0615,0.887,124
anon_page_0159,cluster_15,1,2,421,1488,16,0,11.03,25050,1626,0.0649,0.79,143
anon_page_0159,cluster_15,2,2,428,1488,16,0,10.29,19637,1230,0.0626,0.573,161
anon_page_0159,cluster_15,3,2,435,1488,16,1,10.02,19376,1248,0.0644,0.836,142
anon_page_0159,cluster_15,4,2,442,1488,16,2,9.73,18881,1247,0.066,0.679,141
anon_page_0159,cluster_15,5,2,449,1488,16,0,9.8,22247,1570,0.0706,0.7,133
anon_page_0159,cluster_15,6,2,456,1488,16,1,9.54,22104,1603,0.0725,0.765,146
anon_page_0159,cluster_15,7,2,463,1488,16,1,9.45,23765,1801,0.0758,0.723,187
anon_page_0159,cluster_15,8,2,470,1488,16,1,8.96,21128,1604,0.0759,0.76,151
anon_page_0159,cluster_15,9,2,477,1488,16,0,9.04,24689,1989,0.0806,0.647,169
anon_page_0159,cluster_15,10,2,484,1488,16,3,8.46,20979,1679,0.08,0.722,126
anon_page_0159,cluster_15,11,2,491,1488,16,0,8.21,20982,1725,0.0822,0.704,163
anon_page_0159,cluster_15,12,2,498,1488,16,1,8.09,22314,1904,0.0853,0.862,163
anon_page_0159,cluster_15,13,2,505,1488,16,0,7.7,20703,1791,0.0865,0.572,152
anon_page_0159,cluster_15,14,2,512,1488,16,0,7.55,21780,1949,0.0895,0.709,170
anon_page_0159,cluster_15,15,2,519,1488,16,2,7.14,19996,1813,0.0907,0.617,156
anon_page_0160,cluster_16,0,2,688,938,45,3,9.52,2281,89,0.039,0.608,160
anon_page_0160,cluster_16,1,2,695,938,45,0,9.62,2727,119,0.0436,0.684,135
anon_page_0160,cluster_16,2,2,702,938,45,0,9.44,2812,130,0.0462,0.848,178
anon_page_0160,cluster_16,3,2,709,938,45,0,9.15,2743,132,0.0481,0.692,133
anon_page_0160,cluster_16,4,2,716,938,45,0,8.63,2400,115,0.0479,0.626,91
anon_page_0160,cluster_16,5,2,723,938,45,2,8.65,2733,142,0.052,0.688,107
anon_page_0160,cluster_16,6,2,730,938,45,0,8.28,2576,137,0.0532,0.663,123
anon_page_0160,cluster_16,7,2,737,938,45,1,8.04,2580,143,0.0554,0.62,169
anon_page_0160,cluster_16,8,2,744,938,45,2,8.01,2854,169,0.0592,0.718,160
anon_page_0160,cluster_16,9,2,751,938,45,3,7.6,2640,159,0.0602,0.824,95
anon_page_0160,cluster_16,10,2,758,938,45,3,7.43,2738,173,0.0632,0.777,126
anon_page_0160,cluster_16,11,2,765,938,45,0,6.94,2427,155,0.0639,0.621,164
anon_page_0160,cluster_16,12,2,772,938,45,0,6.98,2791,190,0.0681,0.778,180
anon_page_0160,cluster_16,13,2,779,938,45,2,6.38,2345,161,0.0687,0.666,175
anon_page_0160,cluster_16,14,2,786,938,45,2,6.36,2621,190,0.0725,0.71,154
anon_page_0160,cluster_16,15,2,793,938,45,0,5.96,2435,181,0.0743,0.582,152
anon_page_0161,cluster_17,0,4,366,1625,5,3,6.02,1559,106,0.068,0.581,186
anon_page_0161,cluster_17,1,4,373,1625,5,0,5.57,1074,69,0.0642,0.561,138
anon_page_0161,cluster_17,2,4,380,1625,5,1,6.45,1784,120,0.0673,0.606,151
anon_page_0161,cluster_17,3,4,387,1625,5,3,6.16,1439,92,0.0639,0.816,97
anon_page_0161,cluster_17,4,4,394,1625,5,0,7.5,2560,183,0.0715,0.654,83
anon_page_0161,cluster_17,5,4,401,1625,5,0,6.79,1840,120,0.0652,0.561,130
anon_page_0161,cluster_17,6,4,408,1625,5,1,6.63,1610,101,0.0627,0.848,143
anon_page_0161,cluster_17,7,4,415,1625,5,0,6.94,1811,114,0.0629,0.738,123
anon_page_0161,cluster_17,8,4,422,1625,5,1,5.76,666,36,0.0541,0.711,103
anon_page_0161,cluster_17,9,4,429,1625,5,2,6.55,1294,74,0.0572,0.753,170
anon_page_0161,cluster_17,10,4,436,1625,5,1,6.87,1496,87,0.0582,0.747,178
anon_page_0161,cluster_17,11,4,443,1625,5,1,7.18,1691,99,0.0585,0.758,142
anon_page_0161,cluster_17,12,4,450,1625,5,1,7.04,1482,83,0.056,0.656,172
anon_page_0161,cluster_17,13,4,457,1625,5,3,6.88,1254,67,0.0534,0.37,94
anon_page_0161,cluster_17,14,4,464,1625,5,0,7.18,1443,78,0.0541,0.703,138
anon_page_0161,cluster_17,15,4,471,1625,5,0,7.93,2044,118,0.0577,0.752,100
anon_page_0162,cluster_18,0,3,510,1101,13,1,3.67,1583,115,0.0726,0.545,141
anon_page_0162,cluster_18,1,3,517,1101,13,1,3.86,1611,112,0.0695,0.567,155
anon_page_0162,cluster_18,2,3,524,1101,13,1,3.99,1590,107,0.0673,0.629,161
anon_page_0162,cluster_18,3,3,531,1101,13,2,4.11,1568,102,0.0651,0.603,160
anon_page_0162,cluster_18,4,3,538,1101,13,1,4.17,1491,93,0.0624,0.571,83
anon_page_0162,cluster_18,5,3,545,1101,13,2,4.45,1594,96,0.0602,0.501,147
anon_page_0162,cluster_18,6,3,552,1101,13,1,4.6,1591,92,0.0578,0.698,119
anon_page_0162,cluster_18,7,3,559,1101,13,0,4.64,1504,84,0.0559,0.644,129
anon_page_0162,cluster_18,8,3,566,1101,13,1,4.8,1510,81,0.0536,0.548,118
anon_page_0162,cluster_18,9,3,573,1101,13,1,4.98,1530,79,0.0516,0.496,170
anon_page_0162,cluster_18,10,3,580,1101,13,3,5.16,1548,77,0.0497,0.471,86
anon_page_0162,cluster_18,11,3,587,1101,13,1,5.27,1517,72,0.0475,0.672,136
anon_page_0162,cluster_18,12,3,594,1101,13,1,5.37,1472,67,0.0455,0.695,121
anon_page_0162,cluster_18,13,3,601,1101,13,2,5.55,1495,66,0.0441,0.553,97
anon_page_0162,cluster_18,14,3,608,1101,13,0,5.7,1497,63,0.0421,0.687,106
anon_page_0162,cluster_18,15,3,615,1101,13,0,5.83,1480,60,0.0405,0.663,102
anon_page_0163,cluster_19,0,0,373,2103,38,2,2.82,27920,4078,0.1461,0.804,134
anon_page_0163,cluster_19,1,0,380,2103,38,1,2.97,29215,4203,0.1439,0.628,139
anon_page_0163,cluster_19,2,0,387,2103,38,0,3.04,29313,4174,0.1424,0.516,148
anon_page_0163,cluster_19,3,0,394,2103,38,0,2.99,27654,3921,0.1418,0.472,120
anon_page_0163,cluster_19,4,0,401,2103,38,1,2.9,25594,3619,0.1414,0.689,133
anon_page_0163,cluster_19,5,0,408,2103,38,2,3.05,26856,3742,0.1393,0.561,151
anon_page_0163,cluster_19,6,0,415,2103,38,0,3.35,30159,4129,0.1369,0.638,157
anon_page_0163,cluster_19,7,0,422,2103,38,0,3.01,24542,3377,0.1376,0.525,143
anon_page_0163,cluster_19,8,0,429,2103,38,0,3.26,27268,3687,0.1352,0.489,183
anon_page_0163,cluster_19,9,0,436,2103,38,1,3.27,26561,3564,0.1342,0.649,123
anon_page_0163,cluster_19,10,0,443,2103,38,1,3.57,29878,3952,0.1323,0.598,136
anon_page_0163,cluster_19,11,0,450,2103,38,1,3.55,28742,3774,0.1313,0.65,145
anon_page_0163,cluster_19,12,0,457,2103,38,2,3.55,27893,3635,0.1303,0.617,142
anon_page_0163,cluster_19,13,0,464,2103,38,0,3.47,25927,3357,0.1295,0.656,128
anon_page_0163,cluster_19,14,0,471,2103,38,1,3.72,28468,3645,0.128,0.505,123
anon_page_0163,cluster_19,15,0,478,2103,38,1,3.66,26840,3411,0.1271,0.655,117
anon_page_0164,cluster_20,0,4,224,1044,21,1,6.89,4963,296,0.0596,0.717,154
anon_page_0164,cluster_20,1,4,231,1044,21,3,7.89,7285,473,0.0649,0.754,148
anon_page_0164,cluster_20,2,4,238,1044,21,0,7.66,6458,399,0.0618,0.773,168
anon_page_0164,cluster_20,3,4,245,1044,21,0,6.87,4208,231,0.0549,0.51,150
anon_page_0164,cluster_20,4,4,252,1044,21,0,7.49,5556,320,0.0576,0.796,84
anon_page_0164,cluster_20,5,4,259,1044,21,1,7.57,5526,313,0.0566,0.628,131
anon_page_0164,cluster_20,6,4,266,1044,21,1,6.91,3594,182,0.0506,0.815,177
anon_page_0164,cluster_20,7,4,273,1044,21,2,7.01,3625,181,0.0499,0.601,146
anon_page_0164,cluster_20,8,4,280,1044,21,0,7.03,3442,167,0.0485,0.762,89
anon_page_0164,cluster_20,9,4,287,1044,21,1,6.79,2576,117,0.0454,0.562,167
anon_page_0164,cluster_20,10,4,294,1044,21,1,7.65,4551,226,0.0497,0.666,76
anon_page_0164,cluster_20,11,4,301,1044,21,2,8.37,6166,330,0.0535,0.503,204
anon_page_0164,cluster_20,12,4,308,1044,21,1,9.17,7956,462,0.0581,0.732,110
anon_page_0164,cluster_20,13,4,315,1044,21,0,7.9,4499,211,0.0469,0.778,142
anon_page_0164,cluster_20,14,4,322,1044,21,2,7.62,3532,153,0.0433,0.65,162
anon_page_0164,cluster_20,15,4,329,1044,21,0,8.45,5430,261,0.0481,0.663,136
anon_page_0165,cluster_21,0,2,273,481,3,0,8.85,17464,965,0.0553,0.534,127
anon_page_0165,cluster_21,1,2,280,481,3,1,8.44,16103,904,0.0561,0.664,167
anon_page_0165,cluster_21,2,2,287,481,3,1,7.93,13954,787,0.0564,0.866,108
anon_page_0165,cluster_21,3,2,294,481,3,0,8.3,18934,1194,0.0631,0.833,143
anon_page_0165,cluster_21,4,2,301,481,3,2,7.83,17130,1090,0.0636,0.628,109
anon_page_0165,cluster_21,5,2,308,481,3,2,7.92,19853,1356,0.0683,0.756,165
anon_page_0165,cluster_21,6,2,315,481,3,1,7.36,17282,1181,0.0683,0.788,141
anon_page_0165,cluster_21,7,2,322,481,3,0,7.19,17913,1276,0.0712,0.666,101
anon_page_0165,cluster_21,8,2,329,481,3,1,6.94,17825,1311,0.0735,0.392,191
anon_page_0165,cluster_21,9,2,336,481,3,0,7.02,20476,1598,0.078,0.701,136
anon_page_0165,cluster_21,10,2,343,481,3,3,6.35,17028,1327,0.0779,0.643,158
anon_page_0165,cluster_21,11,2,350,481,3,0,5.8,14496,1144,0.0789,0.662,161
anon_page_0165,cluster_21,12,2,357,481,3,2,5.81,16571,1374,0.0829,0.76,145
anon_page_0165,cluster_21,13,2,364,481,3,3,5.85,18903,1647,0.0871,0.777,158
anon_page_0165,cluster_21,14,2,371,481,3,0,5.39,17214,1532,0.089,0.628,158
anon_page_0165,cluster_21,15,2,378,481,3,2,4.99,15919,1455,0.0914,0.758,160
anon_page_0166,cluster_22,0,3,277,1400,3,2,1.1,2525,386,0.1529,0.415,168
anon_page_0166,cluster_22,1,3,284,1400,3,1,1.26,2542,346,0.1361,0.665,176
anon_page_0166,cluster_22,2,3,291,1400,3,0,1.55,2711,317,0.1169,0.511,149
anon_page_0166,cluster_22,3,3,298,1400,3,0,1.59,2568,289,0.1125,0.633,160
anon_page_0166,cluster_22,4,3,305,1400,3,0,1.85,2706,272,0.1005,0.568,116
anon_page_0166,cluster_22,5,3,312,1400,3,0,1.87,2535,247,0.0974,0.781,124
anon_page_0166,cluster_22,6,3,319,1400,3,0,1.98,2476,228,0.0921,0.535,111
anon_page_0166,cluster_22,7,3,326,1400,3,1,2.09,2429,210,0.0865,0.493,191
anon_page_0166,cluster_22,8,3,333,1400,3,0,2.36,2574,203,0.0789,0.67,133
anon_page_0166,cluster_22,9,3,340,1400,3,1,2.43,2475,186,0.0752,0.402,94
anon_page_0166,cluster_22,10,3,347,1400,3,0,2.54,2410,172,0.0714,0.534,106
anon_page_0166,cluster_22,11,3,354,1400,3,3,2.67,2381,160,0.0672,0.605,130
anon_page_0166,cluster_22,12,3,361,1400,3,1,2.84,2411,152,0.063,0.369,118
anon_page_0166,cluster_22,13,3,368,1400,3,3,3.03,2451,145,0.0592,0.566,93
anon_page_0166,cluster_22,14,3,375,1400,3,0,3.16,2427,136,0.056,0.48,74
anon_page_0166,cluster_22,15,3,382,1400,3,1,3.32,2439,129,0.0529,0.581,99
anon_page_0167,cluster_23,0,4,575,1979,46,3,7.1,14335,961,0.067,0.592,152
anon_page_0167,cluster_23,1,4,582,1979,46,2,7.38,15704,1058,0.0674,0.692,187
anon_page_0167,cluster_23,2,4,589,1979,46,1,7.55,16240,1089,0.0671,0.772,88
anon_page_0167,cluster_23,3,4,596,1979,46,0,7.77,17148,1150,0.0671,0.72,148
anon_page_0167,cluster_23,4,4,603,1979,46,1,7.75,16388,1073,0.0655,0.795,139
anon_page_0167,cluster_23,5,4,610,1979,46,1,8.75,22967,1639,0.0714,0.697,121
anon_page_0167,cluster_23,6,4,617,1979,46,0,7.44,12759,769,0.0603,0.682,173
anon_page_0167,cluster_23,7,4,624,1979,46,1,7.99,16144,1012,0.0627,0.828,143
anon_page_0167,cluster_23,8,4,631,1979,46,1,7.19,9592,533,0.0556,0.728,176
anon_page_0167,cluster_23,9,4,638,1979,46,1,8.33,17248,1073,0.0622,0.702,153
anon_page_0167,cluster_23,10,4,645,1979,46,1,7.7,11975,672,0.0561,0.713,156
anon_page_0167,cluster_23,11,4,652,1979,46,0,8.62,18042,1108,0.0614,0.616,136
anon_page_0167,cluster_23,12,4,659,1979,46,2,8.11,13605,762,0.056,0.757,191
anon_page_0167,cluster_23,13,4,666,1979,46,1,7.94,11740,626,0.0533,0.612,78
anon_page_0167,cluster_23,14,4,673,1979,46,1,8.52,15273,857,0.0561,0.675,158
anon_page_0167,cluster_23,15,4,680,1979,46,1,8.38,13577,727,0.0535,0.756,132
anon_page_0168,cluster_00,0,4,286,1333,7,3,6.65,4670,315,0.0675,0.739,117
anon_page_0168,cluster_00,1,4,293,1333,7,0,6.7,4600,305,0.0663,0.725,130
anon_page_0168,cluster_00,2,4,300,1333,7,2,5.71,2514,149,0.0593,0.685,129
anon_page_0168,cluster_00,3,4,307,1333,7,1,7.0,4813,314,0.0652,0.587,117
anon_page_0168,cluster_00,4,4,314,1333,7,0,6.64,3951,243,0.0615,0.582,115
anon_page_0168,cluster_00,5,4,321,1333,7,1,6.6,3689,220,0.0596,0.598,104
anon_page_0168,cluster_00,6,4,328,1333,7,0,6.95,4196,254,0.0605,0.726,141
anon_page_0168,cluster_00,7,4,335,1333,7,1,6.67,3473,198,0.057,0.632,181
anon_page_0168,cluster_00,8,4,342,1333,7,2,6.62,3205,177,0.0552,0.46,119
anon_page_0168,cluster_00,9,4,349,1333,7,1,7.05,3845,217,0.0564,0.641,159
anon_page_0168,cluster_00,10,4,356,1333,7,3,7.21,3993,224,0.0561,0.735,122
anon_page_0168,cluster_00,11,4,363,1333,7,0,7.34,4061,225,0.0554,0.561,122
anon_page_0168,cluster_00,12,4,370,1333,7,3,5.64,612,26,0.0425,0.584,175
anon_page_0168,cluster_00,13,4,377,1333,7,3,7.23,3488,180,0.0516,0.648,142
anon_page_0168,cluster_00,14,4,384,1333,7,1,6.39,1703,76,0.0446,0.652,163
anon_page_0168,cluster_00,15,4,391,1333,7,1,7.34,3356,166,0.0495,0.714,131
anon_page_0169,cluster_01,0,0,195,2662,15,0,3.23,3231,499,0.1544,0.427,120
anon_page_0169,cluster_01,1,0,202,2662,15,1,3.03,2828,437,0.1545,0.835,157
anon_page_0169,cluster_01,2,0,209,2662,15,1,3.44,3374,512,0.1517,0.682,149
anon_page_0169,cluster_01,3,0,216,2662,15,2,3.26,3000,454,0.1513,0.538,93
anon_page_0169,cluster_01,4,0,223,2662,15,1,3.7,3582,534,0.1491,0.59,136
anon_page_0169,cluster_01,5,0,230,2662,15,2,3.36,2963,441,0.1488,0.481,133
anon_page_0169,cluster_01,6,0,237,2662,15,0,3.45,3000,443,0.1477,0.741,139
anon_page_0169,cluster_01,7,0,244,2662,15,2,3.62,3177,465,0.1464,0.475,100
anon_page_0169,cluster_01,8,0,251,2662,15,0,3.61,3070,446,0.1453,0.636,133
anon_page_0169,cluster_01,9,0,258,2662,15,0,3.52,2832,409,0.1444,0.362,103
anon_page_0169,cluster_01,10,0,265,2662,15,3,3.67,2967,425,0.1432,0.724,146
anon_page_0169,cluster_01,11,0,272,2662,15,0,3.67,2872,408,0.1421,0.626,174
anon_page_0169,cluster_01,12,0,279,2662,15,3,3.98,3255,459,0.141,0.604,124
anon_page_0169,cluster_01,13,0,286,2662,15,0,3.89,3026,423,0.1398,0.663,147
